text,intent
Can I get a watch in XXL instead? ASAP.,exchange_product
Urgent: What time does your store open? thanks.,store_hours
How many months of warranty for perfume?,warranty_info
I want to know How fast can you deliver to Kolkata? now.,delivery_time
Urgent: How to add a product review?,product_review
"Hi, I paid for the jeans but didn't get confirmation.",payment_issue
I ordered 62 but I want more. please.,order_modify
Urgent: I want to review order ORD7076. thanks.,product_review
I was charged twice for order ORD4996. please.,payment_issue
Urgent: What is the status of my order ORD8178? now.,track_order
Can you tell me What is the estimated delivery time? now.,delivery_time
I want to know My voucher is not working. thanks.,coupon_apply
I want to know Remove kurta from order ORD4016. ASAP.,order_modify
"Hi, Take back my order. now.",return_product
"Hi, I put the wrong address, please change it.",change_address
"Hi, Is the warranty valid in Ahmedabad? now.",warranty_info
Please Where can I register my grievance? now.,complaint_register
Please I want gift packaging for order ORD3965. thanks.,gift_wrapping
Urgent: Can I rate the seller? now.,product_review
I want to know Can I return the t-shirt I bought 10th October?,return_product
"Hi, Account USR606 is inaccessible. ASAP.",account_login
Urgent: How to get bulk pricing? now.,bulk_order
Is physical damage covered under warranty?,warranty_info
I want to know My payment is stuck.,payment_issue
Urgent: I have a formal complaint to make. please.,complaint_register
Can you tell me How to add a product review? please.,product_review
Can you tell me Can you notify me when jeans is available?,product_availability
Can you tell me I want to change the items I bought. please.,order_modify
Urgent: Cancel the perfume I bought. thanks.,cancel_order
I want to know Delivery cost for shoes? thanks.,shipping_cost
"Hi, I was charged twice for order ORD1494.",payment_issue
Any update on my delivery? ASAP.,track_order
Payment failed but amount was debited. now.,payment_issue
My account is locked. thanks.,account_login
"Hi, How much do you charge for shipping? please.",shipping_cost
Leave a comment on the product. please.,product_review
Please Store opening schedule? please.,store_hours
Urgent: Cancel the bag I bought.,cancel_order
I want to know When will the mobile be back in stock?,product_availability
Urgent: Why isn't the OFF22 applying to my cart?,coupon_apply
When will the amount reflect in my bank account? thanks.,refund_status
I need to update my shipping details.,change_address
Please Unable to sign in.,account_login
I want to know I was charged twice for order ORD4101. now.,payment_issue
Urgent: Store opening schedule?,store_hours
"Hi, What does the warranty cover? ASAP.",warranty_info
Does it come with a guarantee? thanks.,warranty_info
"Hi, Is express delivery available? please.",delivery_time
I need to update my shipping details. ASAP.,change_address
Please How to edit delivery address?,change_address
"Hi, Why isn't the OFF24 applying to my cart? ASAP.",coupon_apply
Please We are looking to purchase large quantities. thanks.,bulk_order
"Hi, Why is my payment pending?",payment_issue
How long does shipping take?,delivery_time
Urgent: My shoes is under warranty.,warranty_info
Please Cancel order ORD8414.,cancel_order
I want to know Tell me about the warranty terms. ASAP.,warranty_info
Urgent: Are you open Friday? now.,store_hours
Urgent: My payment is stuck. ASAP.,payment_issue
Urgent: Gift wrap this please.,gift_wrapping
I want to know How to get bulk pricing? please.,bulk_order
I want to know What time does your store open? now.,store_hours
Please What are your business hours?,store_hours
I want to know Can you conceal the price tag? now.,gift_wrapping
Urgent: Help me recover my account. thanks.,account_login
I want to know Send this wrapped to Mumbai. ASAP.,gift_wrapping
Urgent: Promo code OFF34 is not accepted. please.,coupon_apply
Urgent: Gift wrap this please. please.,gift_wrapping
Urgent: I want to place a bulk order. thanks.,bulk_order
Urgent: I want to file a complaint.,complaint_register
Urgent: Modify the delivery location. thanks.,change_address
Please Can I apply coupon on t-shirt?,coupon_apply
What does the warranty cover?,warranty_info
Money deducted but order not placed. please.,payment_issue
"Hi, Corporate order for our office in Bangalore. thanks.",bulk_order
Please I need to update my shipping details. please.,change_address
I want to know Where can I register my grievance? now.,complaint_register
Check if size 7 is there for t-shirt. ASAP.,product_availability
Please Promo code OFF43 is not accepted. now.,coupon_apply
Why are you charging for delivery? now.,shipping_cost
"Hi, Can I get a laptop in M instead?",exchange_product
Urgent: Transfer me to a real person. ASAP.,human_escalate
I want to know Please credit my refund. please.,refund_status
I want to know Unlock my profile please. ASAP.,account_login
I want to know I want to place a bulk order. please.,bulk_order
My coupon code OFF27 is not working. ASAP.,coupon_apply
Urgent: Is there an option to send laptop as a gift? thanks.,gift_wrapping
Can you tell me When will the kurta be back in stock? now.,product_availability
I want to know Remove watch from order ORD9727.,order_modify
Can you tell me Are you open next week?,store_hours
"Hi, Store timings in Mumbai? ASAP.",store_hours
Can I buy wholesale?,bulk_order
Can you conceal the price tag? ASAP.,gift_wrapping
"Hi, B2B ordering process? please.",bulk_order
"Hi, Do you offer gift wrapping?",gift_wrapping
Urgent: Can I alter my recent order?,order_modify
Urgent: What is the estimated delivery time? please.,delivery_time
"Hi, Is the warranty valid in Ahmedabad? ASAP.",warranty_info
I want to know Modify the delivery location. please.,change_address
Urgent: Can you track my order? please.,track_order
Can you tell me How do I apply for an exchange? please.,exchange_product
I want to know Is the Surat branch open on Sunday?,store_hours
Urgent: I need a smaller size for my saree.,exchange_product
"Hi, Is express delivery available?",delivery_time
I want to know Is express delivery available?,delivery_time
Replace this kurta with a larger one.,exchange_product
"Hi, Is this item out of stock? please.",product_availability
I want to know Can I exchange size 9 for another size?,exchange_product
"Your customer service is bad, I want to complain.",complaint_register
I want to know Give me the tracking link for my t-shirt.,track_order
Can you tell me I want to return this jeans. thanks.,return_product
Please I want to file a complaint. please.,complaint_register
Can you tell me Does it come with a guarantee? now.,warranty_info
Can you tell me Register a complaint regarding order ORD5483. ASAP.,complaint_register
"Hi, I am waiting for my refund since yesterday. now.",refund_status
Check if size 10 is there for laptop. now.,product_availability
Please I want gift packaging for order ORD5490.,gift_wrapping
Please How fast can you deliver to Mumbai? thanks.,delivery_time
I want to swap this item. thanks.,exchange_product
"Hi, How do I review this perfume? now.",product_review
Urgent: I forgot to apply my coupon OFF13. ASAP.,coupon_apply
Please Replace this saree with a larger one. please.,exchange_product
The service for order ORD7233 was terrible. ASAP.,complaint_register
Can you tell me Call me back. now.,human_escalate
Ship the jeans to my new address. thanks.,change_address
B2B ordering process?,bulk_order
Please Update the address for order ORD7396.,change_address
Urgent: Update the address for order ORD6877. please.,change_address
Can I upload photos for my review of saree? now.,product_review
I want to know Call me back. thanks.,human_escalate
Urgent: Is the warranty valid in Pune?,warranty_info
"I want to know I don't need the shoes anymore, cancel. thanks.",cancel_order
Can you check if my payment went through?,payment_issue
"Hi, Can you check if my payment went through?",payment_issue
"Urgent: I put the wrong address, please change it. thanks.",change_address
Please Can I exchange size XXL for another size?,exchange_product
"Please The app says payment failed, but my bank says successful. ASAP.",payment_issue
Can you tell me Can you conceal the price tag?,gift_wrapping
Can you tell me Payment issue with my recent transaction. thanks.,payment_issue
"I want to know I don't need the watch anymore, cancel.",cancel_order
Urgent: Update the address for order ORD3803. now.,change_address
I want to know Can you track my order?,track_order
"Your customer service is bad, I want to complain. now.",complaint_register
"Hi, I paid for the watch but didn't get confirmation. thanks.",payment_issue
Please Modify the delivery location. ASAP.,change_address
Please Can I get free delivery on shoes?,shipping_cost
Take my complaint. please.,complaint_register
How long does shipping take? please.,delivery_time
Can you tell me Can I change the attributes of order ORD8211? thanks.,order_modify
Availability of saree please.,product_availability
How to claim guarantee? ASAP.,warranty_info
"Hi, What does the warranty cover? now.",warranty_info
